(xi, yi), Qi, Ci
(283.1555523318765, 632.874865055996), 3.838407247146834, 81.03019528064334
(915.9491769157436, 586.1666879601758), 0.8966869592593286, 72.26333456988226
(133.29626346627364, 445.99090426774126), 4.589321399944569, 58.26698097911194
(88.37554181132145, 425.98453865545), 2.473985542516601, 61.45335247113222
(820.146128144424, 109.9435680336781), 4.289362306916193, 51.88676572335202
(749.0328446380744, 144.3804142394307), 3.5895743306282197, 85.82475629356563
(383.2551137143083, 992.3081493328514), 2.499646602130615, 20.178381675190437
(337.20181065181464, 357.84308543393394), 2.9719738084621716, 18.000827077247582
(365.46092744673786, 992.9926674799476), 0.5841673628816977, 59.567208736981975
(201.9105765748983, 421.06302970831376), 1.3982425845383895, 94.94659877691522
(541.7582950185348, 575.7460859824553), 0.6952144714249906, 28.447225892071746
(735.9326568331738, 682.5636991208389), 4.452766786182616, 68.59453693148177
(357.12784475321627, 942.788828800084), 2.830297484457377, 91.99112360251019
(743.9774286071217, 267.50465262215175), 4.054849084892094, 47.38660345274794
(260.5774800626537, 234.2937294165285), 2.1521480840073695, 21.637111882211443
(943.404762242362, 436.2205352346351), 0.8370821723693649, 25.101472056964525
(630.5624374132294, 278.5474415509481), 4.995295327786229, 84.6134453609255
(776.3099706297811, 193.08449976515095), 3.8150378787824093, 64.07234628135933
(103.49356823331468, 927.9879568027656), 3.884886222760739, 67.33416947286983
(866.3630545829525, 26.455775952481275), 1.401879365445106, 40.97030712677857
(619.0326293694776, 202.55698645450272), 0.712117169161698, 37.151009491466716
(138.00768159557387, 705.4941416309523), 4.622822411548035, 66.18552119994402
(375.6041885571907, 511.0782431789308), 3.4582361025213464, 91.87078281878165
(376.89576654276914, 298.45551660247827), 1.3759734030677913, 29.135512837059036
(931.8252936150552, 59.657089966318466), 1.028246906205283, 59.98495632813069
(790.8812412030932, 361.6392805769552), 4.770034606861234, 28.475575541356264
(210.64121364860088, 185.8515747934817), 0.7445540030869449, 94.8888306143223
(539.6830914548964, 298.626210948449), 4.509182028817115, 72.51467342756638
(494.246696389568, 981.4520229224375), 3.90361490843186, 38.16837009333254
(560.3184293161988, 254.59565398111906), 1.7385403193362579, 43.67565638840491
(418.3280995854356, 896.6525884822422), 4.22668290686955, 25.82656228691941
(551.8780647052241, 396.3322936553647), 3.6486141673548174, 62.26733789218079
(968.2816959614826, 346.96356559495746), 1.33296167864218, 56.880274200511174
(584.459587946594, 295.06328286415084), 3.5450389784463843, 82.74394816928287
(925.3211275068093, 96.455765746428), 4.402864316739953, 76.31308405567991
(859.4698563833083, 575.2215685370511), 2.345234972079096, 18.233076837909394
(359.8478690986562, 762.1750473397975), 1.2971494841964186, 85.45232942004762
(744.9405082462184, 816.9114661613597), 1.5267316933841146, 93.444768293344
(911.9113088622322, 467.67461923142815), 4.3795109178571945, 68.2660406046154
(197.6833851300993, 622.786930363708), 4.938722352650378, 93.23975221154524
(364.72942055726156, 556.8230003029497), 2.7803024331123942, 34.74882419149159
(523.6381597565634, 376.3745798384981), 2.695449587868826, 82.62569219243595
(649.1886901518299, 560.4711763917056), 0.5785899308555591, 87.05710459640862
(792.9054190167204, 83.3932862533423), 21434723874.733666875582556, 16.560665769618254
(846.5690085284942, 114.89497044539365), 1.1927480054174877, 27.09830825605014
(855.1257405635992, 661.4647157567878), 3.764064210037347, 44.07959136119224
(222.05150334758062, 38.98217188514997), 3.014359597545865, 89.09024465490515
(643.0896823320794, 728.7030747046114), 3.620341492053542, 53.72072479017281
(276.497936397079, 694.7698498222887), 2.0582818361727204, 11.476178587787714
(793.2117856006305, 344.0233499959848), 3.6536438230923842, 75.63461585725088
(958.6711331832549, 673.6375851332267), 4.033924415113958, 16.594353912126028
(92.0932941682181, 737.9796459739142), 2.0361975971844384, 44.14299957727143
(364.61754626589146, 835.7986783609376), 0.8991011444649545, 20.85710496898065
(200.3066050854153, 131.08968088107898), 1.2696986769898946, 63.044287524478705
(501.9958574692511, 321.1977723631032), 1.6164885930802524, 49.82392486278038
(43.11148852476987, 670.3877538223604), 1.3383670503494138, 13.506403246958172
(626.7974494377603, 538.6045114903623), 3.2648566518642914, 46.90362436506332
(780.4585742625591, 604.8348915449641), 1.0807019585399167, 70.42464246748025
(102.90607218052095, 924.0812927102471), 4.926235237680089, 17.771703648161008
(908.6522684413718, 737.8774674386133), 2.308174267035474, 29.184135295548902
(427.8239167578234, 157.82260732197616), 4.405389272065353, 30.926665920834136
(565.9373424651615, 343.4139451238086), 3.6387091201718142, 87.45516374683562
(240.85647077379514, 20.032623882957456), 0.6439140970813207, 24.15594677335873
(236.58179755124132, 7.666022874344591), 3.8503686796003804, 74.3820121861373
(862.3364435299537, 541.6105109366647), 3.1575799493281203, 94.67833408722709
(121.97990932224145, 877.1132764020707), 2.731567110656833, 15.091029179810626
(940.7652196709912, 848.3379330412687), 2.7067094655096007, 66.98318987074806
(245.1885533817948, 421.04562878007476), 3.3321348510617597, 28.987159591783726
(560.6708701258094, 83.48740397258602), 3.95147009088664, 92.89892307549623
(762.8916275572419, 10.43739154896295), 4.866728368854453, 72.49472692248757
(64.13428953110201, 441.7075292130661), 1.8523249322988153, 41.23130171787021
(589.4527850256571, 40.21660282450112), 2.4014858944499116, 91.55517184681959
(585.1208300094361, 97.62585511390553), 2.748032618959879, 54.719860672979515
(985.0774423518214, 181.64454882961556), 4.908257752107728, 87.4017387495177
(851.9743936413562, 540.9434699958116), 0.8040214400003912, 14.500642725043871
(350.55133725461576, 432.6262594934743), 1.1744500131845854, 29.22426095052209
(911.9801007322542, 812.8534124395572), 2.14039268717508, 55.69974436852808
(666.8735956751408, 259.3342679224431), 1.0539516009907335, 13.972233953141693
(936.4589804837938, 148.42737220389046), 4.336764458226744, 93.94478482124741
(545.3632252586285, 536.7847580825687), 1.843368729996385, 57.25564868511079
(612.8208312236743, 676.5340195491211), 1.4677410282503318, 45.36584252998359
(407.4664096923376, 393.05105338642454), 3.0251467561124405, 48.75115255250052
(832.2339265510778, 915.4667942834841), 1.972890353491504, 86.47365596260809
(693.4578789420115, 512.364853440982), 4.028423622377916, 54.063095317487736
(85.61271184228214, 699.0722511125114), 0.8677846766797193, 67.23918932143096
(39.59800085537224, 868.2187399729212), 3.5608534948254262, 15.426699884492535
(293.3432276190744, 876.2035065588742), 2.6619831284829627, 41.44275925528085
(533.5024320586622, 797.9123186116714), 2.6020626609474253, 20.70311380932449
(451.3886815629511, 933.2999662187509), 4.094984199574341, 62.08253557786447
(437.5638207276392, 226.79148444724152), 0.7716456008135899, 99.50899194918722
(129.12272443406746, 817.813607989238), 2.11067444056013, 39.17775921885247
(284.34489587246617, 874.113519205107), 1.12633549435944, 79.17245746237582
(762.8185507753681, 602.6318309831396), 1.5085521701155218, 60.940861721399685
(425.40799683711595, 97.32770083414633), 4.458982448977881, 36.58119189814999
(92.72132968167834, 549.3056872456241), 2.35838755891044, 92.25352155834187
(489.99793479080813, 874.2538329437291), 3.014968400357999, 31.01008441090085
(239.7485537416142, 843.1120222529931), 4.21139760184448, 54.72500516139937
(882.6907084801733, 694.3670890331196), 1.10249016932339, 93.07543453357235
(298.45623467419557, 849.6753985235965), 3.598525847170223, 34.899324240470236
(799.5418314083613, 994.4154721420002), 3.5446657037742555, 20.29297912913153
(953.8360697749391, 163.65315739757625), 3.1609896884142383, 35.319001768664165
(889.8937253282556, 911.8819284321042), 4.188497832445158, 89.43325120156157
(760.8909627201401, 596.0361301475443), 3.6287866832560933, 79.95930595417218
(474.56220285232297, 922.9287314078363), 4.819067602891368, 16.722628246020058
(743.0065869471956, 324.24352128731203), 4.5515809599834665, 22.58560617983892
(318.1669286902502, 714.7443466892424), 2.8178109492878076, 46.90713854355013
(641.4674781328379, 828.9864994977318), 3.5847823641228476, 52.94101202454228
(942.1504960412497, 118.37670515566468), 2.2684622091405595, 37.50201371550605
(320.2664361654837, 298.05100279187667), 3.0090025276463326, 45.92006530476751
(949.7546896810939, 165.1823217174716), 1.530200554548547, 23.783517005282572
(578.2911256127236, 839.5679122821196), 0.7218657325443554, 24.58203706851746
(813.0681404354788, 187.3647048910896), 1.9174935542795304, 38.35470713992266
(311.69372977033095, 538.5342508093422), 4.811807471050155, 87.14490462504122
(290.9315038222792, 436.8040539088157), 4.582533867169594, 46.98928985573611
(924.9092008012781, 82.70611907340142), 0.6326660739713512, 86.09786644671456
(727.1279278399187, 860.6635379149536), 1.6645692373895038, 32.61329764205977
(95.41805535938374, 98.75695374130721), 1.653064463891269, 54.509384592688164
(684.412572583441, 82.89253404578945), 3.794063994075428, 14.36806206782122
(144.6424878568362, 901.8017521286697), 1.499089027299847, 98.28255760961126
(186.29055674658423, 171.33596474162238), 4.048910163960793, 39.82206508752094
(704.6990961169197, 676.6741590434093), 2.8270080851596564, 75.89729315398907
(42.83402182894947, 337.1921759846837), 0.7874783664161766, 86.94257395984839
(648.6404397121672, 504.34930607833206), 0.9711479880324015, 45.44195279223233
(756.6880716741687, 458.72783984455236), 4.727172406288968, 21.699983087240305
(810.1056265533547, 868.2241399236017), 1.422187617748551, 27.636746350243858
(551.5046450720866, 831.5717045752996), 4.815503352258131, 35.28146522382417
(186.64848439311444, 430.13762957796763), 4.214181182646504, 64.70892236751078
(141.98198028215813, 705.7217318186034), 1.6519864231299737, 97.06761542567664
(31.73761169809297, 665.5955050382244), 3.0854888896844677, 58.64110047703269
(163.43791889237414, 317.40425901003266), 3.2120158641806116, 36.60536721066609
(403.5998601328559, 441.88829665103026), 2.2433167684431536, 92.10711461555745
(946.1284046776472, 863.670451266123), 4.934093406489187, 31.147129342857845
(516.8950065747464, 344.7975220060916), 4.8738053061048285, 92.97461920894091
(954.5566804457615, 707.3998794382052), 4.38705057011196, 58.382706362996686
(582.8920874478445, 285.7414669393337), 2.731433872060158, 29.818447202106032
(818.2998721972813, 939.6061176828433), 2.079421097597709, 61.945805036543454
(567.5397461104478, 154.8848337193641), 2.0365303004196313, 79.91378811700855
(60.807705347676546, 566.0756754793097), 2.0453680210869467, 71.17716734384408
(458.5069109082381, 811.6200026514235), 2.0118321211060444, 24.83070500407609
(12.648253148383692, 739.9388959092928), 4.246827639011779, 57.70318092188452
(220.40950230289636, 899.2682212062708), 3.4024156338065925, 44.18274964752291
(315.8392734184001, 166.27957485550527), 1.5114814921030868, 14.959580424548827
(171.28589934993266, 339.8572021615539), 4.091108391584699, 87.4230422146105
(823.7769874615332, 623.106185151657), 1.602222920672401, 72.30508696584113
(342.98675725904417, 874.23222194904), 0.9459234755013404, 24.202541578223183
(297.0676450991222, 58.47394942434902), 4.104138764958272, 76.18242296109491
(342.60667416132384, 448.4972669395666), 0.8881066107065243, 38.66606675717539
(598.8378292067279, 466.5815262431371), 4.660586032517406, 72.60842025548482
(709.9994161495479, 723.4037447302582), 4.986752087467034, 14.355680670630743
(998.0797386061915, 468.7866503128113), 0.9325462623180905, 92.58084483639882
(881.1821283810812, 890.5410095416305), 3.187747474295077, 83.94088920062434
(703.6054588204473, 746.0510762786768), 3.553231636733595, 90.72694389296355
(549.5891948398167, 844.1149325727982), 1.5814825553742358, 32.04082195759524
(655.5214963258018, 370.06241741808964), 1.1152023155395727, 81.68148670629434
(301.7161151718015, 305.495843168756), 1.5316195044212697, 27.424995420242304
(520.8976858094372, 242.36542335895595), 2.695410520544568, 57.49183304241769
(851.6276885719187, 210.75142081205266), 4.221112158766942, 96.56975409958662
(355.5936037709725, 653.532607677586), 3.9653567712595024, 96.22396724859712
(245.26797808992518, 680.6100073617826), 0.7070432674077483, 87.03425915402055
(746.7967080654691, 9.348430993320722), 3.7698578302373646, 99.47025478376537
(297.5802645230369, 200.60310311611963), 1.7327065931607226, 24.0174571164783
(143.4291781206305, 942.8811869063454), 0.9897473825806508, 90.72906405557022
(256.00699158735796, 756.8464143021201), 2.362310833838736, 49.68055333794332
(871.3089773849155, 851.4918664615433), 1.1655596699412374, 78.10415647493613
(957.1976177397571, 809.1863817538566), 2.2279384940989315, 93.08206004031335
(528.5467592846534, 300.33750820812475), 1.400254352455319, 18.90619949093821
(811.2649183865893, 657.5857792989802), 2.7770385631557324, 14.758617458386265
(881.6815564059187, 30.63428128310597), 1.1782758944508336, 89.19572983602771
(454.8725986896668, 643.1598293852373), 4.879475997820423, 62.964916021639304
(217.87039268664975, 580.6426486417022), 2.860016089751403, 14.288643727263917
(83.25340606919963, 489.3153611692568), 0.5918504577279348, 98.14348336053472
(719.9031607064052, 507.04409384407745), 4.180069628726747, 73.94825238882918
(608.8115289889143, 295.9379981421727), 0.6429355289798055, 79.81383140022572
(197.4617805804273, 965.3993591915602), 1.1138257487700836, 45.081365274688
(26.051110943057232, 529.7344922736443), 4.580123682461377, 26.73476330215415
(449.5080490556583, 137.94564581878), 4.011339622594532, 49.6480094018111
(271.38169461617923, 138.03478154933669), 3.0437375763086316, 69.08137898706761
(507.7325920170456, 838.6876716705149), 3.7821404902901157, 13.61867846172783
(731.0807882471498, 80.74856345743287), 4.3035052375675935, 70.7894459468353
(576.4989533548306, 829.2759121952259), 1.1176418021691978, 58.01966114096292
(454.2588063496271, 859.1262237415356), 1.0782279288813075, 24.907672830746975
(291.7030372099576, 368.63213773788397), 2.3080134039904765, 95.09634839037629
(647.3518798906626, 393.66952047734173), 3.2541413867007307, 51.701759319680605
(840.4143056544045, 809.2124726325518), 3.8943907261707014, 42.15086514113786
(652.6165815003798, 332.76198201309626), 0.9459358250654042, 91.90517772398542
(15.907757301654723, 286.83675504382575), 3.757970149768155, 41.919610245797486
(925.8783411636805, 95.28002913768474), 4.161292630364161, 52.86164669166212
(572.3182687149034, 757.2136786855527), 2.1041828856197338, 57.08421379887984
(160.14271151242588, 341.41134880707614), 4.082433688369237, 81.46426976205345
(821.0721803047636, 931.6491382085868), 3.185204527798545, 48.042709910697766
(55.69628256623105, 43.68738519983329), 4.548618327696612, 98.78152943513425
(179.8126590047645, 286.65232344580295), 2.8279278152368037, 51.335463731227925
(929.9614811738628, 7.266966131998176), 0.503176544487753, 24.251919225151575
(552.0666584692632, 133.2115432358908), 1.4722323378075963, 94.29045604243461
(213.17061833637862, 825.2280871353009), 1.416411579108139, 47.501035680773
(499.24105252752037, 110.3556753010525), 3.921866816820505, 20.906766576943518
(747.3114130598086, 496.3503194875607), 1.7634065162598047, 96.78579211353973
(913.5581623008046, 288.5354204728644), 1.5160652871064884, 73.76520402220295
(637.2206626035768, 658.8301122241619), 3.3308851521566876, 60.63392218371957
(524.9948539806376, 955.296855138889), 2.924905320782714, 40.38688610083895
(178.30253517587923, 687.871068277293), 3.3918988664220806, 38.114042244319606
(916.4697432174529, 933.3207441889314), 4.184921562890552, 63.915548584009606
(513.7505997661833, 784.2038919964156), 3.1223449432747064, 85.96195905847374
(948.8541660555876, 681.5087607443597), 0.6653550461408303, 31.05762229976327
(523.9921796193479, 172.74916351973545), 2.337326163981949, 25.415304207545002
(987.1945647013617, 464.14873362236784), 1.5847119571009236, 83.936938521603
(964.872522414299, 67.08244340317503), 3.7678309134933774, 30.920421776924098
(975.5539091179908, 880.7933430452453), 0.7454749546975761, 67.06689302538993
(26.889364501782254, 43.83608336463407), 1.202456431073349, 36.21035502771038
(775.7095260426859, 625.0026036321403), 3.7214819276717486, 39.6418480650168
(128.53930083495123, 165.93579982882412), 4.094034742580984, 92.34202167993745
(579.3487367902794, 9.708284634986963), 2.2069130661468366, 96.98825092662986
(295.9797780469547, 431.38725726006265), 3.813165643569092, 27.4867482897579
(405.53682873811067, 765.2261761877116), 2.637556628839514, 17.672847092454724
(619.2219387331859, 81.88536369624555), 1.5589673264956192, 55.884411713045644
(495.3025614882306, 313.64612575104877), 3.931196866073149, 73.60566200321026
(99.32977391644037, 100.26467097081738), 1.6902783976114726, 88.10563197901371
(680.7883251093001, 245.64281787186871), 3.2973154587317484, 49.73439872533629
(36.61312075598821, 984.2474319650264), 4.452197230337162, 11.712494415613264
(91.03554939644376, 817.7329199428812), 2.065559652645913, 63.20141369876928
(16.716504852407944, 88.31873841372851), 3.5014480609507412, 20.49276993217055
(294.3748353016877, 128.75498329475855), 2.556927631612956, 64.23014418915565
(385.14517777457337, 214.00923238853397), 0.8616873693114594, 21.05789920236876
(24.224277641925028, 754.7410306654864), 3.4547872568209304, 39.56387560027833
(734.4789999132015, 797.9562673616937), 4.341129419439541, 62.76090375898634
(615.6666121095652, 20.223432751247493), 4.786375718683025, 95.13434064963825
(575.0892485784553, 141.15358653453447), 4.559101546013185, 67.46524490735328
(984.9678675290905, 618.580572515618), 4.031491420128491, 68.73612115473821
(151.55430051733666, 772.1594026135706), 3.508141684822156, 44.12612461607222
(191.45586750278397, 466.3552728851218), 1.6900462556788434, 68.23305130554246
(114.25588877628002, 231.41916567838638), 2.727922878552241, 25.200549868230148
(783.5369015558362, 585.7441289498256), 0.9553541296276298, 23.547583189299722
(391.4324399322412, 430.03257370041814), 3.9902756420041854, 62.21488039137839
(797.3957576351667, 484.10840421395653), 1.267333707800653, 27.851097219145004
(935.3318858011016, 818.4941243421515), 3.221629042407046, 88.31117194155262
(673.7282508053012, 582.8057986657683), 0.9268081932126371, 23.834749493010246
(975.1506333463916, 8.677823264281681), 1.995469461129235, 60.40527493497105
(437.3236099155039, 7.451969066909592), 2.7772857243188045, 95.86422343855986
(988.4166604325256, 601.1667037309606), 1.6875149982091475, 38.320625484446545
(671.2478466500387, 937.2302006296327), 1.5788387010754874, 57.69525264592553
(432.8709117260352, 994.3646225829661), 1.5264161550896045, 16.85495227261679
(679.071631310639, 785.846399880862), 1.4145499110044644, 88.59276614999007
(25.484053614054368, 368.7913230983834), 3.953596970175152, 82.56356832886027
(217.17437035938025, 795.9872202295475), 1.794824720360278, 33.761786691202545
(728.796379156835, 665.105245500541), 4.2270083797083124, 65.41606395947355
(322.2531100392545, 772.4364328620268), 2.3851361106740074, 33.44411852031741
(156.36279735403434, 559.6420131132184), 1.4669808696622386, 84.29580557140899
(135.68798719317888, 125.99294836093632), 4.391636272594526, 23.740997956072064
(67.26098094591603, 549.8651261844648), 3.3249236069137647, 61.0048000843347
(275.2862103748914, 790.2232012158123), 3.905651967476194, 92.39553264063255
(609.4492153593186, 654.2037043662707), 0.6687685181820482, 18.090011151240923
(692.5004626390389, 984.1442817312529), 2.581146985593539, 76.73779018697154
(222.79121783955114, 665.5089629098392), 4.990205662440187, 39.764677498137836
(612.0294655964833, 434.4058392749687), 3.512142983641495, 11.777993991031664
(445.54720591082264, 171.14623346508705), 3.9943539054801778, 11.471739617371293
(548.1655019776413, 862.516313049383), 3.0037941697998565, 67.20402489793408
(263.03785982520486, 439.5303464137169), 4.809219642009993, 58.46594728303947
(121.08845289586922, 577.2285165753159), 4.03569757521376, 34.26778654071676
(975.2419738588391, 218.79160110210827), 1.6740463537515864, 94.75864451592948
(95.05033895248216, 420.4787254252522), 4.457671955007038, 37.51126193689478
(859.2018016904223, 442.05405816729547), 2.642303043550595, 25.98534800706502
(401.3266001934771, 945.7485362458225), 1.832381731845713, 68.99658487165163
(54.26243611224213, 102.21944607571598), 1.6928163783962897, 86.33308457728887
(932.4691661357004, 207.09279325037744), 1.0405988785795244, 96.67254537077373
(810.6611473208978, 378.0293659232216), 2.3343885121317465, 27.00160175574316
(167.6875968879795, 675.2769991391857), 4.227394520134606, 24.698292401775497
(497.91713805155246, 360.6851517858631), 1.5873908814547057, 18.226243037948727
