xi yi Qi Ci
(433.39, 47.43), 4.02, 50.0
(1000000000000.0, -500), 0, nan
(405.67, 908.29), 2.22
(abc, def), ghi, jkl
(149.95, 641.01), 1.41
(395.50; 321.51), 4.99, 50.0
(461.17, 553.07), 1.98, 75.0
( 796.249 ,723.262 ) ,   3.706 , 75 
(2441.48, 6926.13), 12.94, 50
(1000000000000.0, nan), nan, 0
(34.66, 170.71), 4.84, 100.0
( 749.285 ,967.533 ) ,   1.286 , 50 
(891.32, 213.98), 2.17, 75.0
(1000000000000.0, nan), -10, 0
(634.35, 103.38), 2.93, 50.0
(1000000000000.0, -500), -10, 0
( 23.620 ,166.245 ) ,   2.667 , 100 
(219.38, 308.96), 3.52, 100.0
THIS IS NOT A VALID DATA LINE
(138.31; 876.09), 1.63, 50.0
(-9999, nan), 0, -100
(539.79, 481.76), 3.16
(-9999, -500), 0, -100
(500.18, 811.20), 3.71, 50.0
(886.51, 302.04), 1.98, 100.0
(730.05; 127.27), 4.37, 50.0
(abc, def), ghi, jkl
(1028.38, 3608.04), 49.91, 50
(607.37, 1967.36), 72.31, 1
(634.83, 564.91), 3.21
(293.21, 869.07), 4.56, 100.0
(841.84, 822.39), 3.50, 50.0
(abc, def), ghi, jkl
(nan, -500), nan, 0
THIS IS NOT A VALID DATA LINE
( 489.313 ,124.851 ) ,   1.991 , 50 
(4216.17, 1767.42), 82.20, 1000
(79.89, 321.48), 4.29, 75.0
(892.81, 373.89), 2.38
(584.55; 407.10), 2.53, 50.0
(3544.83, 9317.30), 70.69, 50
(-9999, -500), nan, -100
(260.08, 598.31), 3.18, 100.0
(1464.49, 8279.03), 48.05, 50
(1000000000000.0, nan), -10, 0
THIS IS NOT A VALID DATA LINE
(280.10, 156.12), 3.09, 100.0
(2492.46, 728.55), 73.34, 1000
(abc, def), ghi, jkl
(nan, nan), 0, -100
(601.85, 103.37), 0.56
THIS IS NOT A VALID DATA LINE
( 227.199 ,885.841 ) ,   4.151 , 75 
(-9999, nan), nan, -100
(290.41, 976.25), 2.86
(561.18; 831.31), 4.61, 50.0
( 753.248 ,394.768 ) ,   3.315 , 100 
(415.29; 906.95), 3.05, 50.0
(770.04; 13.62), 2.78, 50.0
(4606.09, 4688.31), 35.13, 1000
( 440.431 ,380.646 ) ,   4.403 , 75 
(abc, def), ghi, jkl
(abc, def), ghi, jkl
(114.28; 639.50), 4.03, 50.0
( 778.917 ,645.515 ) ,   2.083 , 50 
( 681.009 ,778.283 ) ,   4.427 , 100 
(501.16, 709.58), 0.60, 100.0
(815.09; 773.61), 1.38, 50.0
(-9999, nan), 0, -100
(183.62; 596.12), 2.35, 50.0
(9230.05, 6544.72), 84.77, 1
(30.93, 901.37), 2.48, 50.0
(711.42, 976.98), 4.69, 100.0
( 244.000 ,864.756 ) ,   0.973 , 50 
( 520.337 ,215.049 ) ,   4.198 , 50 
THIS IS NOT A VALID DATA LINE
THIS IS NOT A VALID DATA LINE
THIS IS NOT A VALID DATA LINE
(1000000000000.0, -500), 0, 0
(abc, def), ghi, jkl
(1000000000000.0, -500), nan, nan
( 283.388 ,122.941 ) ,   1.642 , 100 
( 412.403 ,72.910 ) ,   3.801 , 75 
(476.92, 981.35), 2.99, 50.0
(37.51; 297.42), 2.87, 50.0
(798.95, 413.37), 1.75, 100.0
(1641.24, 465.11), 58.43, 1
(697.28, 589.25), 2.39, 50.0
(155.11; 238.73), 3.03, 50.0
THIS IS NOT A VALID DATA LINE
(5575.91, 5122.08), 96.86, 1
(nan, -500), 0, nan
(abc, def), ghi, jkl
(664.42, 842.16), 3.13
(-9999, -500), nan, nan
THIS IS NOT A VALID DATA LINE
( 879.352 ,303.895 ) ,   1.109 , 100 
( 329.884 ,186.217 ) ,   0.798 , 75 
(194.64, 646.93), 4.86, 75.0
(320.76; 292.59), 2.46, 50.0
( 415.889 ,413.503 ) ,   4.333 , 100 
(1000000000000.0, -500), -10, -100
(abc, def), ghi, jkl
(5791.85, 3088.68), 63.84, 50
(6185.02, 4448.60), 81.07, 50
(2646.17, 5206.68), 51.85, 1
(-9999, nan), nan, 0
( 20.477 ,35.441 ) ,   1.159 , 50 
(1000000000000.0, -500), 0, 0
(nan, -500), 0, 0
(6724.24, 1418.16), 34.26, 1000
(7419.84, 9635.79), 20.53, 50
(3634.03, 9786.51), 47.27, 50
(nan, -500), -10, 0
(abc, def), ghi, jkl
THIS IS NOT A VALID DATA LINE
( 748.422 ,136.475 ) ,   3.951 , 50 
(abc, def), ghi, jkl
( 763.380 ,516.137 ) ,   3.792 , 50 
(778.83; 464.75), 3.27, 50.0
(143.03, 300.14), 1.01, 75.0
THIS IS NOT A VALID DATA LINE
(nan, -500), 0, -100
( 937.230 ,354.675 ) ,   1.780 , 100 
(nan, -500), 0, nan
THIS IS NOT A VALID DATA LINE
(454.20, 970.92), 2.62
(128.72; 932.15), 1.98, 50.0
(abc, def), ghi, jkl
(3885.97, 9734.98), 75.11, 50
( 504.356 ,517.628 ) ,   4.610 , 75 
(828.47; 835.64), 4.23, 50.0
( 730.812 ,335.815 ) ,   2.016 , 75 
(821.70, 810.11), 0.77
(967.43, 116.39), 4.91, 75.0
(abc, def), ghi, jkl
(abc, def), ghi, jkl
(2065.01, 4785.19), 66.90, 1000
( 927.667 ,75.764 ) ,   3.170 , 100 
(483.73, 85.93), 1.24, 50.0
( 53.883 ,463.161 ) ,   1.664 , 75 
( 538.065 ,799.256 ) ,   4.349 , 75 
( 630.668 ,569.239 ) ,   0.920 , 75 
(987.51; 584.85), 4.77, 50.0
THIS IS NOT A VALID DATA LINE
( 29.890 ,206.683 ) ,   3.518 , 50 
(427.02, 2168.15), 64.48, 1
(2890.32, 2989.49), 42.40, 1
(abc, def), ghi, jkl
(abc, def), ghi, jkl
(785.09; 767.50), 4.63, 50.0
(178.56, 708.29), 2.90
( 63.112 ,547.414 ) ,   1.905 , 50 
(424.75, 870.95), 3.25, 75.0
(3221.17, 1007.97), 45.06, 1000
(720.30, 833.27), 0.91, 75.0
( 960.839 ,869.032 ) ,   4.590 , 50 
(5380.02, 2754.90), 81.55, 1000
(202.00, 4284.54), 69.51, 1
(abc, def), ghi, jkl
(40.42; 548.18), 2.24, 50.0
(28.51; 908.96), 2.13, 50.0
( 207.709 ,563.858 ) ,   2.050 , 75 
(630.92, 339.96), 1.55, 100.0
(337.55, 315.86), 1.94, 50.0
( 889.703 ,922.812 ) ,   4.443 , 75 
(724.67; 382.44), 2.89, 50.0
(5484.37, 2586.77), 7.40, 50
(427.83, 668.89), 2.21, 50.0
(142.77, 933.46), 1.09, 50.0
(985.72, 389.41), 4.54, 75.0
(7361.79, 4565.23), 28.96, 1
(4052.79, 5138.87), 83.87, 50
( 507.687 ,247.236 ) ,   3.652 , 100 
(627.57; 19.24), 0.50, 50.0
(nan, nan), nan, -100
(abc, def), ghi, jkl
THIS IS NOT A VALID DATA LINE
(465.80, 958.67), 2.39
(nan, nan), -10, -100
(977.63, 12.97), 0.76, 75.0
(828.97, 1434.45), 80.76, 50
(891.06, 688.68), 1.30
(107.86, 641.84), 2.82, 100.0
(4353.96, 7788.44), 64.39, 50
(abc, def), ghi, jkl
( 754.476 ,716.714 ) ,   0.746 , 75 
(765.96, 239.88), 3.57
(180.28, 695.27), 3.30, 75.0
(387.53, 686.95), 4.01
(171.85; 550.50), 2.65, 50.0
THIS IS NOT A VALID DATA LINE
(51.49; 907.79), 0.75, 50.0
(4880.30, 7819.94), 75.37, 1000
(7058.80, 9171.78), 20.37, 50
(628.58, 783.16), 4.46, 100.0
(abc, def), ghi, jkl
THIS IS NOT A VALID DATA LINE
(abc, def), ghi, jkl
(707.71, 905.22), 2.30, 100.0
( 307.495 ,851.703 ) ,   1.209 , 50 
(1000000000000.0, -500), nan, nan
(405.29, 4.51), 3.35, 50.0
( 640.840 ,43.772 ) ,   2.129 , 50 
(1000000000000.0, -500), 0, nan
(631.97, 458.83), 1.72, 75.0
(666.38, 463.74), 2.68, 100.0
(4702.39, 1341.61), 28.07, 50
(549.80; 260.27), 1.98, 50.0
(846.93, 551.67), 4.92
(abc, def), ghi, jkl
(6501.27, 6190.42), 62.08, 1
( 83.163 ,446.187 ) ,   1.747 , 100 
(3895.87, 3852.21), 81.18, 50
(abc, def), ghi, jkl
(-9999, -500), nan, -100
(845.94; 580.82), 4.51, 50.0
(659.03, 124.94), 4.03, 100.0
(966.40, 848.76), 1.78
(79.37, 780.95), 0.73, 100.0
THIS IS NOT A VALID DATA LINE
(2966.86, 640.07), 50.94, 1000
(nan, -500), 0, nan
(1000000000000.0, -500), nan, -100
(nan, -500), -10, -100
( 932.793 ,365.557 ) ,   3.894 , 100 
(181.47, 300.19), 4.88, 75.0
( 769.775 ,433.844 ) ,   3.388 , 75 
(9752.67, 4303.05), 95.74, 1
(9089.34, 6024.48), 26.12, 1
(885.36, 254.17), 1.73
(851.66, 726.49), 3.38
(578.88, 869.19), 2.88, 75.0
(1226.88, 337.14), 13.87, 50
(nan, nan), 0, nan
THIS IS NOT A VALID DATA LINE
(808.16, 106.37), 2.37
(397.81; 369.21), 2.26, 50.0
THIS IS NOT A VALID DATA LINE
(80.43; 851.24), 1.38, 50.0
(346.98, 768.32), 1.67, 50.0
THIS IS NOT A VALID DATA LINE
(nan, -500), nan, -100
(991.63; 275.26), 0.52, 50.0
(8389.61, 233.49), 17.13, 1
(791.66, 860.55), 3.32, 100.0
(nan, -500), 0, 0
(402.99, 88.97), 3.59
(996.48; 659.54), 4.77, 50.0
(abc, def), ghi, jkl
( 24.179 ,342.847 ) ,   2.928 , 75 
( 1.710 ,10.162 ) ,   4.281 , 50 
(nan, -500), 0, 0
(817.04; 818.27), 0.94, 50.0
(abc, def), ghi, jkl
( 812.141 ,670.647 ) ,   3.650 , 100 
(228.65, 966.51), 2.90
THIS IS NOT A VALID DATA LINE
(1000000000000.0, nan), -10, nan
(364.69, 880.46), 1.73
(110.35, 545.04), 2.26
THIS IS NOT A VALID DATA LINE
(476.05, 244.53), 0.89, 50.0
(5113.21, 3762.74), 56.22, 1
(-9999, nan), 0, 0
( 504.886 ,360.851 ) ,   4.592 , 75 
(abc, def), ghi, jkl
( 4.927 ,869.494 ) ,   4.082 , 100 
(545.68; 25.74), 3.61, 50.0
THIS IS NOT A VALID DATA LINE
(21.15, 396.66), 4.11
(532.43, 1972.10), 47.55, 1
THIS IS NOT A VALID DATA LINE
(-9999, nan), nan, nan
(nan, -500), -10, -100
(1396.40, 5988.31), 32.75, 50
(115.15, 375.14), 2.71, 100.0
(987.15, 8807.57), 15.34, 1
(891.13, 582.58), 4.11
(195.67, 505.75), 4.61
( 347.428 ,137.373 ) ,   3.464 , 50 
(1000000000000.0, nan), 0, 0
(1769.76, 3764.69), 85.55, 1
(1000000000000.0, nan), -10, nan
(628.51, 611.54), 2.74
THIS IS NOT A VALID DATA LINE
(1206.29, 2062.94), 23.00, 1
(1927.57, 5092.60), 87.96, 1000
( 216.384 ,344.242 ) ,   4.729 , 100 
(810.23; 308.80), 2.91, 50.0
(9672.93, 6955.16), 17.12, 1
THIS IS NOT A VALID DATA LINE
(-9999, -500), 0, 0
( 663.559 ,679.133 ) ,   2.914 , 100 
(68.62; 844.76), 3.77, 50.0
(nan, -500), -10, nan
(1993.18, 1194.27), 27.05, 1
THIS IS NOT A VALID DATA LINE
( 279.731 ,208.918 ) ,   3.842 , 75 
(741.59; 704.87), 3.62, 50.0
( 129.595 ,129.285 ) ,   1.522 , 50 
(2472.71, 316.09), 8.57, 1
(736.58; 525.39), 2.07, 50.0
(182.92, 1291.22), 49.74, 1000
( 444.554 ,707.603 ) ,   1.905 , 50 
(4405.10, 6395.52), 58.99, 1000
THIS IS NOT A VALID DATA LINE
(1000000000000.0, -500), -10, -100
(1000000000000.0, nan), -10, 0
(61.83, 617.05), 3.04, 100.0
THIS IS NOT A VALID DATA LINE
(abc, def), ghi, jkl
( 429.662 ,501.560 ) ,   4.174 , 75 
(1574.61, 4877.66), 45.25, 1
(671.41, 372.75), 1.19
(-9999, -500), -10, nan
(1000000000000.0, -500), 0, 0
(248.06, 561.15), 4.03
(7220.85, 4948.22), 96.23, 1
(abc, def), ghi, jkl
( 60.601 ,473.108 ) ,   3.494 , 75 
(959.16, 640.35), 4.06, 50.0
( 2.333 ,557.923 ) ,   1.922 , 100 
( 493.902 ,51.607 ) ,   2.514 , 50 
(1000000000000.0, -500), -10, -100
(751.71, 347.09), 3.18, 75.0
(4615.20, 3260.87), 81.52, 1000
(940.12, 121.37), 0.72, 75.0
THIS IS NOT A VALID DATA LINE
(212.23, 881.83), 4.22, 50.0
(183.53, 358.84), 3.53, 50.0
(3530.00, 8839.78), 19.87, 50
(abc, def), ghi, jkl
(269.96, 8923.27), 7.56, 1
(19.20, 436.61), 3.21
(278.54, 413.93), 0.61, 50.0
(114.68, 277.64), 1.13, 100.0
(305.82; 165.73), 4.18, 50.0
(752.54, 736.13), 1.49, 75.0
(13.84, 783.55), 2.81
(1000000000000.0, nan), nan, nan
(683.74; 338.11), 4.11, 50.0
(900.63; 667.48), 0.90, 50.0
(nan, -500), nan, 0
THIS IS NOT A VALID DATA LINE
(nan, -500), -10, 0
(nan, -500), nan, nan
(nan, nan), nan, 0
(877.28, 764.06), 1.78
( 225.548 ,314.500 ) ,   4.375 , 75 
(1000000000000.0, -500), nan, 0
(797.46, 335.94), 1.21, 50.0
(726.53; 71.59), 1.49, 50.0
THIS IS NOT A VALID DATA LINE
THIS IS NOT A VALID DATA LINE
(-9999, nan), 0, nan
(162.71, 435.88), 3.53, 50.0
(532.99; 598.59), 4.29, 50.0
(987.90, 520.09), 0.64
(380.49; 397.57), 3.14, 50.0
(3478.53, 117.89), 33.34, 50
(nan, -500), -10, -100
(931.70, 747.47), 4.68, 50.0
(412.64, 807.48), 1.89, 75.0
(554.82, 103.80), 0.89
( 925.452 ,414.315 ) ,   3.640 , 75 
(141.85, 890.37), 4.01, 75.0
(352.16, 115.98), 2.21
(133.51; 447.99), 4.39, 50.0
( 494.382 ,882.841 ) ,   4.368 , 75 
(3202.85, 5563.08), 0.40, 1000
(316.39, 150.47), 4.88
(945.10; 667.63), 2.09, 50.0
THIS IS NOT A VALID DATA LINE
(2840.40, 4635.14), 22.57, 1000
(11.23, 150.98), 4.42, 75.0
(558.48, 925.68), 0.82, 100.0
(nan, nan), nan, nan
(76.32, 777.99), 4.94, 100.0
(252.11; 87.95), 2.58, 50.0
( 524.243 ,332.344 ) ,   1.111 , 75 
(833.70, 581.21), 2.11, 50.0
(987.75, 472.88), 0.50
(416.91, 459.73), 5.00, 75.0
(9074.29, 6006.49), 46.43, 1
THIS IS NOT A VALID DATA LINE
(6097.02, 9437.18), 34.02, 1
(8337.90, 2544.01), 54.91, 1000
(942.25, 513.27), 2.79
(nan, -500), 0, 0
( 397.258 ,113.553 ) ,   0.944 , 50 
(2350.93, 9681.32), 85.65, 50
( 842.320 ,123.331 ) ,   4.970 , 50 
(874.78; 71.40), 4.55, 50.0
(8858.73, 2663.81), 53.43, 1
(605.85, 273.57), 1.95, 50.0
(786.97, 335.05), 0.55, 100.0
(157.53, 6768.96), 24.59, 1
(2632.90, 2502.94), 56.83, 1
( 277.009 ,530.617 ) ,   1.063 , 75 
( 118.427 ,447.184 ) ,   2.943 , 50 
(607.85, 150.39), 2.29
( 994.058 ,612.364 ) ,   1.805 , 100 
(790.66; 670.00), 3.67, 50.0
THIS IS NOT A VALID DATA LINE
(206.65, 365.41), 4.52, 75.0
(5171.98, 4959.04), 97.63, 1
( 607.443 ,852.404 ) ,   2.015 , 75 
(12.11, 532.59), 1.01
(nan, -500), 0, -100
(abc, def), ghi, jkl
(nan, nan), nan, 0
(133.69, 111.84), 1.12, 75.0
THIS IS NOT A VALID DATA LINE
(709.27, 703.28), 2.21, 75.0
(abc, def), ghi, jkl
(7736.05, 3708.67), 91.41, 50
( 242.414 ,632.454 ) ,   1.708 , 50 
(949.23, 280.10), 4.99, 50.0
(abc, def), ghi, jkl
THIS IS NOT A VALID DATA LINE
(abc, def), ghi, jkl
( 203.700 ,390.721 ) ,   4.842 , 100 
(8891.20, 8511.43), 60.35, 50
(54.12, 726.45), 1.57
( 733.421 ,651.969 ) ,   3.877 , 75 
(abc, def), ghi, jkl
(219.85; 67.24), 2.22, 50.0
(9650.60, 2820.45), 58.35, 1
(787.50, 149.72), 1.99
(abc, def), ghi, jkl
( 475.261 ,396.350 ) ,   3.735 , 50 
( 727.893 ,352.161 ) ,   1.270 , 75 
THIS IS NOT A VALID DATA LINE
(586.92; 602.12), 1.13, 50.0
( 319.592 ,949.129 ) ,   4.505 , 50 
( 118.036 ,689.550 ) ,   3.088 , 100 
(abc, def), ghi, jkl
(980.76, 966.52), 0.97, 100.0
THIS IS NOT A VALID DATA LINE
(nan, nan), 0, -100
( 46.269 ,416.841 ) ,   1.406 , 50 
(397.26, 112.20), 2.02, 100.0
(nan, nan), 0, nan
(14.98, 452.84), 4.11, 75.0
( 861.522 ,347.038 ) ,   3.318 , 75 
(-9999, -500), nan, nan
(1.59, 476.33), 2.92, 100.0
(-9999, nan), -10, 0
(nan, -500), 0, 0
(684.57, 50.37), 4.99
( 932.091 ,841.246 ) ,   4.013 , 75 
(5713.68, 806.10), 68.79, 1000
THIS IS NOT A VALID DATA LINE
(1000000000000.0, nan), 0, nan
(755.71, 546.68), 4.25, 50.0
(728.13, 740.05), 4.66, 50.0
(372.05, 199.37), 0.90, 100.0
( 110.222 ,813.255 ) ,   4.956 , 75 
(nan, -500), -10, nan
THIS IS NOT A VALID DATA LINE
(930.23, 198.20), 2.33, 75.0
(91.65, 232.44), 0.81, 75.0
( 313.202 ,228.060 ) ,   3.381 , 75 
(59.40, 87.02), 3.45, 50.0
(534.89; 809.84), 1.70, 50.0
(1.33, 826.32), 2.70, 100.0
(922.83; 714.49), 3.61, 50.0
(3656.65, 7609.48), 60.26, 1000
(1000000000000.0, nan), -10, 0
(620.43, 39.73), 4.87
(628.23, 553.78), 2.61, 100.0
(abc, def), ghi, jkl
THIS IS NOT A VALID DATA LINE
( 270.786 ,303.044 ) ,   3.007 , 50 
(abc, def), ghi, jkl
(nan, nan), 0, -100
(abc, def), ghi, jkl
THIS IS NOT A VALID DATA LINE
(210.78; 7.50), 4.84, 50.0
(983.34, 519.50), 3.87
(502.95; 445.24), 2.62, 50.0
THIS IS NOT A VALID DATA LINE
(nan, nan), -10, 0
(342.54; 138.92), 2.80, 50.0
( 633.548 ,444.959 ) ,   3.968 , 50 
(5978.54, 7904.09), 71.13, 1
( 770.413 ,753.933 ) ,   2.233 , 100 
(747.56, 96.16), 2.34, 100.0
(580.03, 494.25), 2.93
(4383.42, 5069.20), 57.72, 50
(408.85, 926.79), 1.81
THIS IS NOT A VALID DATA LINE
( 987.709 ,161.490 ) ,   4.675 , 75 
THIS IS NOT A VALID DATA LINE
(abc, def), ghi, jkl
THIS IS NOT A VALID DATA LINE
(843.57; 490.96), 4.39, 50.0
(970.73; 995.78), 4.64, 50.0
( 97.427 ,128.108 ) ,   1.377 , 75 
THIS IS NOT A VALID DATA LINE
(665.63, 714.77), 3.38, 50.0
(329.07, 697.23), 4.68, 100.0
(768.57, 206.89), 2.61, 75.0
(41.94, 871.29), 4.25, 75.0
( 156.637 ,912.196 ) ,   4.263 , 50 
(5041.31, 5722.31), 69.21, 50
(abc, def), ghi, jkl
THIS IS NOT A VALID DATA LINE
( 553.191 ,719.972 ) ,   1.496 , 50 
( 366.771 ,739.199 ) ,   4.040 , 100 
(301.98, 948.28), 2.57
(-9999, nan), nan, nan
THIS IS NOT A VALID DATA LINE
(14.10, 644.61), 3.33, 75.0
(58.94, 118.16), 2.20, 75.0
THIS IS NOT A VALID DATA LINE
(abc, def), ghi, jkl
( 289.039 ,662.654 ) ,   3.798 , 75 
(921.79, 315.82), 3.50, 75.0
(111.28; 155.97), 3.83, 50.0
(9076.69, 8678.19), 4.15, 1000
(302.82, 771.90), 1.06
THIS IS NOT A VALID DATA LINE
(abc, def), ghi, jkl
( 438.976 ,491.416 ) ,   4.169 , 100 
(605.42, 849.65), 3.53
(864.31, 184.81), 4.65
THIS IS NOT A VALID DATA LINE
(7567.69, 146.39), 81.64, 1000
(-9999, -500), -10, -100
(nan, -500), nan, nan
( 421.960 ,302.139 ) ,   3.813 , 50 
( 980.589 ,109.164 ) ,   3.973 , 75 
(613.40, 653.90), 1.72
(abc, def), ghi, jkl
(5015.71, 3358.02), 73.31, 50
(106.07; 896.53), 3.98, 50.0
(248.05, 147.99), 1.55, 75.0
THIS IS NOT A VALID DATA LINE
(116.00, 795.50), 2.26, 75.0
(411.41; 323.30), 3.09, 50.0
THIS IS NOT A VALID DATA LINE
( 301.516 ,509.790 ) ,   1.521 , 75 
(900.68; 388.32), 0.73, 50.0
(61.69, 5278.65), 60.94, 1
(734.47, 644.78), 2.25
THIS IS NOT A VALID DATA LINE
(565.92, 582.44), 2.97, 75.0
(abc, def), ghi, jkl
(981.59; 91.14), 1.29, 50.0
(680.13, 618.05), 2.86, 100.0
(-9999, -500), 0, nan
( 858.153 ,141.653 ) ,   1.692 , 100 
(7507.22, 9343.88), 48.24, 50
(63.44; 918.11), 2.24, 50.0
(751.62, 900.52), 0.93, 75.0
(152.59; 552.34), 4.40, 50.0
(8867.24, 588.46), 48.20, 50
( 700.924 ,914.699 ) ,   1.238 , 50 
(9743.28, 777.90), 78.99, 1000
( 829.843 ,906.479 ) ,   3.963 , 75 
THIS IS NOT A VALID DATA LINE
(1137.91, 8067.10), 55.35, 1000
(2067.77, 5003.63), 52.46, 1
( 169.184 ,265.456 ) ,   2.826 , 100 
(816.37; 967.97), 2.19, 50.0
(abc, def), ghi, jkl
( 827.128 ,189.279 ) ,   0.523 , 75 
(835.12, 831.45), 1.93
(6220.17, 7749.57), 59.98, 50
(80.96, 490.99), 1.40, 100.0
( 317.091 ,364.642 ) ,   1.255 , 50 
(abc, def), ghi, jkl
( 656.047 ,164.278 ) ,   4.018 , 50 
(183.81, 312.62), 2.30, 75.0
(1000000000000.0, nan), 0, nan
(abc, def), ghi, jkl
(abc, def), ghi, jkl
(1876.20, 5565.43), 16.49, 50
(893.09; 915.12), 2.96, 50.0
( 696.256 ,13.485 ) ,   4.902 , 100 
( 268.407 ,596.728 ) ,   4.568 , 100 
(nan, nan), 0, -100
(abc, def), ghi, jkl
THIS IS NOT A VALID DATA LINE
(395.73; 468.50), 4.50, 50.0
(70.42, 92.07), 1.89, 50.0
(4944.60, 8666.05), 25.88, 50
( 2.974 ,974.996 ) ,   4.859 , 50 
(133.92, 707.07), 4.58
(476.35; 240.94), 3.20, 50.0
THIS IS NOT A VALID DATA LINE
(nan, -500), -10, nan
(abc, def), ghi, jkl
THIS IS NOT A VALID DATA LINE
( 305.960 ,702.079 ) ,   1.724 , 75 
(436.55; 181.34), 2.85, 50.0
(945.53; 65.32), 0.69, 50.0
(786.41, 388.19), 1.93
(709.03, 742.90), 4.05, 100.0
(741.26, 183.10), 4.37, 50.0
(577.67, 916.08), 2.42, 100.0
